Test_Depth,Size,Coded_Site,C,Si,Mn,S,Cr,Mo,Ni,Al,V,H_Temp,Coded_Cool,T_Temp,Imp_Temp,Charpy Energy
25.4,127,4,0.42,0.19,0.92,0.004,1.08,0.23,0.18,0.022,0.005,860,3,690,-32,105
25,100,6,0.32,0.25,0.76,0.01,1.11,0.26,0.19,0.026,0.005,860,3,650,-46,105.3333
12.5,110,3,0.42,0.28,0.55,0.018,1.19,0.26,1.4,0.024,0.004,850,2,630,20,97.3333
12.7,100,6,0.16,0.17,0.99,0.002,1.49,0.98,0.07,0.022,0.26,960,2,655,20,54
25.4,254,4,0.42,0.29,0.98,0.018,1.13,0.32,0.23,0.032,0.004,860,3,690,-32,106
25.4,101.6,6,0.17,0.2,1.12,0.004,0.16,0.02,0.1,0.025,0.003,900,3,540,-50,152.6667
19.5,117,6,0.24,0.31,1.3,0.012,1.3,0.32,0.71,0.032,0.005,880,3,620,-20,151.3333
25.4,139.7,3,0.46,0.3,1.06,0.016,1.07,0.31,0.2,0.026,0.004,860,3,585,23,62.3333
12.7,220,4,0.41,0.25,0.72,0.026,1.14,0.22,0.26,0.03,0.004,860,3,630,20,101.8667
12.5,250,4,0.41,0.27,0.86,0.02,1.07,0.23,0.23,0.023,0.005,860,3,640,20,82.6667
25,100,6,0.32,0.24,0.74,0.002,1.1,0.25,0.23,0.029,0.004,860,3,660,-46,66.3333
12.5,255,3,0.41,0.25,0.77,0.001,1.05,0.2,0.25,0.035,0.005,860,3,660,20,120
25.4,127,3,0.41,0.25,0.94,0.006,1.05,0.24,0.22,0.028,0.003,860,3,705,-32,66
25.4,88.9,3,0.42,0.28,0.92,0.005,1.05,0.25,0.16,0.033,0.005,860,3,715,23,148.6667
66.675,133.35,4,0.42,0.2,0.93,0.006,1.05,0.23,0.17,0.026,0.005,870,3,690,-32,66.4343
25.4,203.2,3,0.42,0.26,0.95,0.019,1.1,0.3,0.2,0.025,0.004,870,3,705,23,130.3333
25.4,69.85,3,0.41,0.28,0.96,0.021,0.99,0.2,0.14,0.021,0.007,870,3,585,-32,75
25.4,220,3,0.47,0.26,1.05,0.018,1.1,0.31,0.19,0.023,0.005,860,3,610,23,79
12.7,160,3,0.41,0.24,0.77,0.03,1.09,0.24,0.17,0.028,0.003,860,3,650,20,132
12.5,30,6,0.43,0.28,0.85,0.004,0.95,0.16,0.12,0.029,0.003,840,3,575,20,78
25.4,107.95,3,0.42,0.24,0.96,0.018,1,0.23,0.22,0.024,0.004,860,3,705,-32,59.3333
44.45,88.9,3,0.42,0.25,0.95,0.003,1.04,0.24,0.24,0.031,0.005,870,3,595,-32,73.3333
12.7,170,5,0.41,0.22,0.58,0.031,1.22,0.27,1.41,0.029,0.004,850,2,660,-20,92
25,100,6,0.32,0.25,0.76,0.01,1.11,0.26,0.19,0.026,0.005,860,3,670,-46,108.6667
12.7,280,3,0.44,0.29,0.75,0.025,1.09,0.22,0.19,0.028,0.005,860,3,670,20,97.3333
25.4,95.25,3,0.46,0.25,1.05,0.023,1.18,0.32,0.18,0.02,0.007,870,3,615,23,82.6667
12.5,260,4,0.44,0.26,0.77,0.027,1.07,0.2,0.3,0.025,0.005,860,3,650,20,106
12.55,251,2,0.43,0.23,0.79,0.0008,1.02,0.19,0.25,0.035,0.005,860,3,600,-20,96
12.7,120,5,0.43,0.28,0.75,0.024,1.08,0.21,0.22,0.026,0.004,850,1,580,20,57.6
60.325,120.65,3,0.42,0.25,0.93,0.004,1.06,0.23,0.21,0.026,0.005,870,3,705,-32,49.7123
12.5,50,6,0.41,0.28,0.92,0.02,1.03,0.23,0.16,0.024,0.002,870,3,700,-46,96.6667
12.7,140,3,0.41,0.28,0.85,0.025,0.95,0.17,0.15,0.033,0.004,870,2,570,20,47.6667
25.4,215.9,4,0.43,0.25,0.97,0.017,1.15,0.31,0.16,0.025,0.005,860,3,690,23,123.3333
12.5,381,3,0.43,0.28,0.77,0.022,1.06,0.21,0.21,0.026,0.005,860,3,640,20,56.2667
12.7,210,4,0.41,0.24,0.74,0.021,1.13,0.2,0.22,0.023,0.004,860,3,630,20,131.6667
12.7,170,3,0.41,0.24,0.77,0.03,1.09,0.24,0.17,0.028,0.003,860,3,670,20,129
12.5,165.1,4,0.41,0.25,0.92,0.002,1.07,0.23,0.25,0.025,0.005,870,3,690,-45,93.55
25.4,158.75,4,0.42,0.24,0.94,0.004,1.03,0.24,0.17,0.022,0.005,860,3,690,-32,56.6667
12.7,215,3,0.325,0.22,0.55,0.002,1.07,0.25,0.2,0.027,0.005,880,3,650,-32,76.8287
12.7,95,5,0.41,0.26,0.52,0.037,1.19,0.26,1.37,0.031,0.004,850,1,640,20,78.3333
12.7,280,3,0.41,0.24,0.74,0.021,1.13,0.2,0.22,0.023,0.004,860,3,635,20,77.8667
12.7,180,3,0.42,0.28,0.75,0.026,1.12,0.22,0.18,0.025,0.006,860,3,650,20,112.5333
25.4,114.3,3,0.42,0.24,0.95,0.018,1.09,0.24,0.18,0.025,0.005,860,3,705,-32,76
25.4,215.9,3,0.47,0.25,1.07,0.02,1.09,0.31,0.12,0.023,0.005,860,3,610,23,69.6667
25.4,69.85,3,0.42,0.26,0.95,0.018,1.06,0.24,0.15,0.026,0.005,860,3,585,23,85.3333
19.5,117,6,0.305,0.27,1.68,0.02,0.17,0.03,0.1,0.023,0.053,870,3,640,-20,116
25.4,311.15,3,0.41,0.26,0.99,0.017,1.13,0.31,0.16,0.023,0.005,870,3,700,-32,34.6667
25.4,222.25,3,0.41,0.24,0.96,0.018,1.12,0.32,0.18,0.022,0.004,870,3,700,-32,110.6667
57.15,114.3,3,0.42,0.2,0.93,0.012,1.04,0.23,0.22,0.032,0.005,870,3,580,-32,37.5103
25.4,215.9,3,0.41,0.25,0.95,0.02,1.18,0.32,0.17,0.02,0.005,870,3,705,23,123.3333
12.7,180,3,0.41,0.24,0.74,0.021,1.13,0.2,0.22,0.023,0.004,860,3,640,20,109.3333
12.7,80,3,0.42,0.24,0.82,0.027,1.08,0.31,0.28,0.025,0.005,870,3,660,20,97.3333
12.5,280,4,0.42,0.25,0.79,0.025,1.12,0.21,0.22,0.024,0.004,860,3,650,20,71
12.5,340,3,0.41,0.26,0.82,0.025,1.01,0.18,0.17,0.035,0.005,870,3,640,-20,37.0667
12.5,101.6,6,0.31,0.25,0.55,0.003,1.06,0.23,0.23,0.038,0.004,900,2,660,-32,119.7623
12.7,200,3,0.32,0.2,0.53,0.006,1.05,0.23,0.17,0.024,0.004,870,3,660,-32,61.463
12.5,280,3,0.42,0.27,0.92,0.018,1.15,0.23,0.13,0.022,0.004,870,3,710,-32,52
25.4,220,3,0.47,0.24,1.04,0.012,1.06,0.33,0.14,0.027,0.003,870,3,620,23,87.3333
66.675,133.35,3,0.42,0.26,0.96,0.012,1.04,0.23,0.17,0.026,0.004,870,3,705,-32,51.6667
25.4,76.2,3,0.42,0.26,0.96,0.012,1.04,0.23,0.17,0.026,0.004,860,3,708,-32,140
12.5,150,6,0.42,0.26,0.74,0.025,1.08,0.2,0.3,0.03,0.005,840,3,650,20,90.3333
53.975,107.95,3,0.42,0.2,0.95,0.005,1.04,0.24,0.13,0.03,0.005,870,3,695,-32,115.3333
12.5,30,6,0.36,0.21,0.78,0.025,1.02,0.17,0.25,0.026,0.005,850,2,550,20,59.3333
25.4,240,3,0.42,0.26,0.95,0.019,1.1,0.3,0.2,0.025,0.004,870,3,705,-32,83.3333
12.5,280,4,0.42,0.23,0.72,0.023,1.03,0.2,0.25,0.026,0.005,860,3,640,20,106
12.7,170,4,0.43,0.3,0.76,0.028,1.12,0.16,0.21,0.03,0.004,850,3,650,20,104
66.675,133.35,4,0.42,0.25,0.94,0.005,1.05,0.24,0.19,0.031,0.005,870,3,690,-32,47.001
12.5,130,3,0.43,0.3,0.75,0.025,1.11,0.21,0.2,0.032,0.005,860,3,650,20,98
25.4,90,3,0.47,0.25,1.01,0.021,1.09,0.31,0.17,0.026,0.005,870,3,620,-32,79.992
53.975,107.95,3,0.42,0.2,0.95,0.009,1.04,0.24,0.14,0.03,0.005,870,3,705,-32,122.474
25.8333,155,6,0.3,0.25,1.72,0.021,0.17,0.03,0.08,0.022,0.055,900,3,640,0,151.3333
12.5,50,6,0.43,0.26,0.8,0.001,1,0.19,0.21,0.023,0.004,870,3,700,-46,78
12.5,50,6,0.42,0.24,0.75,0.001,0.85,0.25,1.67,0.022,0.003,825,2,505,20,32.3333
12.5,130,3,0.32,0.27,0.55,0.004,1.08,0.24,0.17,0.027,0.005,870,3,675,-32,179.4173
25.4,245,3,0.47,0.23,1.05,0.02,1.06,0.31,0.18,0.028,0.005,860,3,615,23,74.6667
12.5,140,3,0.42,0.23,0.72,0.023,1.03,0.2,0.25,0.026,0.005,860,3,640,20,115
12.7,200,3,0.395,0.3,0.68,0.027,0.88,0.2,0.88,0.027,0.005,850,1,605,20,42.3333
12.5,250,4,0.42,0.26,0.76,0.026,1.09,0.22,0.2,0.034,0.004,860,3,650,20,99.6667
25.4,177.8,4,0.46,0.28,1.05,0.018,1.09,0.31,0.17,0.022,0.005,870,3,600,23,71.3333
12.7,120,3,0.41,0.24,0.77,0.03,1.09,0.24,0.17,0.028,0.003,860,3,650,20,132.6667
12.7,250,4,0.43,0.28,0.75,0.024,1.13,0.23,0.2,0.028,0.004,850,3,640,20,100.3333
25.4,101.6,3,0.42,0.24,0.95,0.019,1.05,0.24,0.2,0.027,0.005,860,3,705,-32,132
8,16,6,0.27,0.23,0.82,0.029,1.07,0.18,0.2,0.032,0.005,860,3,580,20,80
19.5,117,6,0.245,0.3,1.29,0.011,1.35,0.3,0.7,0.028,0.005,880,3,620,-20,143
38.1,76.2,3,0.42,0.24,0.93,0.008,1.06,0.24,0.17,0.026,0.005,870,3,705,-32,142
12.7,105,3,0.32,0.23,0.52,0.002,1.07,0.24,0.15,0.026,0.004,870,3,680,-32,153.2053
12.7,250,3,0.42,0.24,0.6,0.007,1.2,0.28,1.37,0.029,0.004,850,1,620,20,64.6667
12.5,180,4,0.42,0.29,0.73,0.024,1.11,0.2,0.22,0.03,0.004,860,3,640,20,94.6667
12.7,180,4,0.42,0.26,0.76,0.025,1.1,0.2,0.26,0.032,0.005,860,3,630,20,104.5333
12.7,280,3,0.43,0.28,0.75,0.024,1.13,0.23,0.2,0.028,0.004,860,3,650,20,154.3333
12.5,290,4,0.42,0.25,0.84,0.022,1.08,0.22,0.23,0.027,0.004,860,3,650,20,94.6667
12.5,25,6,0.155,0.11,0.93,0.001,1.32,0.89,0.14,0.018,0.23,980,2,730,23,155.6667
19.5,117,6,0.245,0.28,1.3,0.009,1.31,0.31,0.7,0.024,0.005,880,3,620,-20,152.6667
25.4,82.55,3,0.42,0.24,0.93,0.002,1.06,0.24,0.22,0.025,0.005,860,3,705,-32,133.6667
8,16,6,0.46,0.29,0.65,0.026,0.14,0.04,0.16,0.026,0.005,850,3,610,20,65.3333
25.4,152.4,3,0.42,0.26,0.95,0.021,1.06,0.24,0.19,0.02,0.004,860,3,705,-32,76.6667
12.5,280,4,0.42,0.29,0.77,0.024,1.12,0.22,0.22,0.04,0.005,860,3,640,20,93.3333
12.5,261,4,0.41,0.25,0.84,0.01,0.95,0.21,0.15,0.033,0.004,870,3,610,-20,6.1333
12.5,260,3,0.41,0.28,0.75,0.025,1.1,0.23,0.23,0.032,0.005,860,3,660,20,121.6667
12.7,290,3,0.42,0.26,0.72,0.025,1.13,0.22,0.19,0.025,0.004,860,3,660,20,97.3333
12.7,85,3,0.15,0.11,0.93,0.001,1.33,0.89,0.14,0.019,0.24,980,2,720,23,241.3333
47.625,95.25,3,0.42,0.24,0.92,0.004,1.05,0.23,0.16,0.036,0.005,870,3,705,-32,118.6667
20.8333,125,6,0.3,0.26,1.68,0.025,0.17,0.03,0.1,0.027,0.057,900,3,640,0,149.3333
12.5,30,6,0.41,0.26,0.83,0.017,0.95,0.17,0.15,0.037,0.003,840,3,570,20,67.3333
12.5,280,4,0.41,0.2,0.92,0.019,1.12,0.24,0.2,0.021,0.004,870,3,700,-32,92
12.5,130,3,0.43,0.3,0.75,0.025,1.11,0.21,0.2,0.032,0.005,860,3,650,20,102.3333
12.7,200,4,0.42,0.28,0.75,0.02,1.1,0.18,0.27,0.028,0.003,860,3,630,20,109.3333
25.4,101.6,3,0.41,0.25,0.94,0.006,1.05,0.24,0.22,0.028,0.003,860,3,705,-32,52
25.4,101.6,3,0.41,0.25,0.94,0.006,1.05,0.24,0.22,0.028,0.003,860,3,705,-32,52
12.5,280,4,0.42,0.25,0.79,0.025,1.1,0.22,0.2,0.026,0.004,860,3,650,20,79.6667
25.4,215.9,3,0.41,0.27,0.93,0.019,1.1,0.35,0.22,0.025,0.006,860,3,705,23,130
12.5,250,3,0.4,0.25,0.78,0.024,1.09,0.22,0.25,0.024,0.005,860,3,650,20,103
12.7,125,5,0.4,0.26,0.58,0.029,1.21,0.26,1.4,0.031,0.004,850,1,660,20,105
12.5,330,4,0.43,0.26,0.9,0.023,1.16,0.23,0.2,0.024,0.006,870,3,690,-32,61.3333
12.5,320,3,0.42,0.35,0.59,0.028,1.27,0.28,1.37,0.036,0.006,850,2,630,20,76.3333
25.4,114.3,3,0.42,0.24,0.95,0.018,1.09,0.24,0.18,0.025,0.005,860,3,705,-32,49.3333
12.7,320,3,0.42,0.25,0.94,0.018,1.18,0.23,0.18,0.025,0.005,870,3,700,-32,64
44.45,88.9,3,0.42,0.24,0.93,0.002,1.06,0.24,0.22,0.025,0.005,870,3,585,-32,70.9537
25.4,95.25,3,0.42,0.26,0.93,0.008,1.04,0.24,0.19,0.022,0.004,860,3,710,-32,95
25.4,101.6,3,0.42,0.28,0.94,0.019,1.04,0.24,0.18,0.025,0.005,860,3,705,-32,65.6667
10,20,6,0.345,0.25,0.7,0.002,1.11,0.21,0.24,0.03,0.005,860,2,500,23,26
17,340,4,0.41,0.23,0.78,0.024,1.06,0.18,0.2,0.028,0.005,860,3,640,-20,38.9333
25.4,230,4,0.47,0.32,1.04,0.016,1.11,0.32,0.16,0.031,0.005,870,3,600,-32,56.9437
25.4,254,3,0.41,0.27,0.93,0.019,1.1,0.35,0.22,0.025,0.006,860,3,705,-32,88
12.5,200,4,0.27,0.24,0.83,0.029,1.03,0.15,0.19,0.019,0.005,870,3,620,20,121.3333
25.4,254,4,0.42,0.29,0.98,0.018,1.13,0.32,0.23,0.032,0.004,860,3,690,23,119.6667
53.975,107.95,3,0.42,0.24,0.93,0.013,1.05,0.23,0.18,0.024,0.005,870,3,705,-32,89.3333
25.4,82.55,3,0.42,0.26,0.93,0.008,1.04,0.24,0.19,0.022,0.004,860,3,700,-32,121
25.4,190.5,3,0.46,0.24,1.05,0.021,1.09,0.3,0.2,0.025,0.004,870,3,610,23,86
12.5,50,6,0.39,0.26,0.71,0.004,0.81,0.24,1.75,0.03,0.004,820,1,450,20,48.3333
25.4,82.55,3,0.46,0.25,1.05,0.023,1.18,0.32,0.18,0.02,0.007,870,3,615,23,89.6667
25.4,158.75,4,0.42,0.24,0.95,0.019,1.05,0.24,0.2,0.027,0.005,860,3,690,-32,96.3333
25.4,69.85,3,0.41,0.28,0.92,0.02,1.03,0.23,0.16,0.024,0.002,860,3,715,-32,101.6667
12.5,250,4,0.43,0.24,0.95,0.016,1.14,0.24,0.16,0.028,0.005,870,3,690,-32,91.2907
12.7,260,3,0.345,0.34,0.64,0.019,1.59,0.2,1.49,0.027,0.005,850,2,640,20,110.3333
60.325,120.65,3,0.42,0.2,0.93,0.012,1.04,0.23,0.22,0.032,0.005,870,3,580,-32,42.9337
25.4,152.4,4,0.42,0.24,0.95,0.019,1.05,0.24,0.2,0.027,0.005,860,3,690,-32,107.3333
12.7,190.5,4,0.43,0.25,0.97,0.017,1.15,0.31,0.16,0.025,0.005,870,3,700,-50,77.7323
12.7,170,3,0.41,0.24,0.77,0.03,1.09,0.24,0.17,0.028,0.003,860,3,675,20,122
25.4,76.2,6,0.41,0.28,0.85,0.02,0.92,0.17,0.2,0.031,0.004,870,2,630,23,131.3333
12.5,330,3,0.42,0.24,0.61,0.018,1.22,0.27,1.42,0.035,0.004,850,2,620,20,73.3333
12.5,215,4,0.41,0.22,0.93,0.016,1.15,0.24,0.21,0.026,0.005,870,3,690,-32,116
12.5,30,6,0.43,0.32,0.82,0.016,1,0.19,0.18,0.028,0.003,840,3,600,20,74.6667
12.7,250,3,0.44,0.25,0.79,0.026,1.12,0.22,0.16,0.024,0.005,850,3,670,20,123.3333
12.5,220,4,0.43,0.3,0.79,0.027,1.09,0.22,0.16,0.027,0.005,860,3,650,20,100.3333
12.7,180,3,0.41,0.24,0.76,0.022,1.18,0.21,0.18,0.03,0.005,860,3,650,20,110.4
12.7,140,3,0.44,0.24,0.74,0.02,0.98,0.18,0.19,0.024,0.006,860,2,565,20,34
53.975,107.95,3,0.42,0.2,0.95,0.005,1.04,0.24,0.13,0.03,0.005,860,3,705,-32,186.3333
12.7,153,3,0.355,0.32,0.55,0.031,1.52,0.18,1.53,0.032,0.007,860,1,580,20,81.3333
12.7,280,3,0.41,0.28,0.59,0.033,1.2,0.26,1.41,0.028,0.005,850,2,610,20,44.6667
25.4,88.9,3,0.46,0.28,1.08,0.02,1.09,0.32,0.16,0.031,0.005,850,3,620,23,76.6667
12.7,120,5,0.43,0.28,0.77,0.023,1.11,0.18,0.25,0.031,0.005,850,2,570,20,60
38.1,76.2,3,0.42,0.18,0.93,0.01,1.06,0.23,0.22,0.022,0.005,870,3,710,-32,135.58
25.4,220,3,0.45,0.22,1.03,0.02,1.06,0.31,0.18,0.022,0.004,860,3,600,23,92.3333
12.7,220,4,0.42,0.26,0.76,0.025,1.1,0.2,0.26,0.032,0.005,860,3,630,20,92.2667
25.4,177.8,4,0.42,0.24,0.96,0.017,1.04,0.23,0.15,0.022,0.005,860,3,695,-32,55
12.7,200,3,0.42,0.25,0.56,0.034,1.18,0.29,1.36,0.026,0.004,850,1,615,20,68
25.4,152.4,4,0.42,0.24,0.93,0.002,1.06,0.24,0.22,0.025,0.005,860,3,700,-32,81.3333
12.7,160,3,0.43,0.23,0.57,0.029,1.15,0.3,1.41,0.027,0.004,850,2,630,20,84.6667
25.4,215.9,4,0.42,0.29,0.98,0.018,1.13,0.32,0.23,0.032,0.004,860,3,690,23,117.6667
12.5,152.4,4,0.42,0.26,0.95,0.002,1.08,0.24,0.15,0.024,0.004,860,3,690,-45,52.424
12.5,130,4,0.42,0.28,0.74,0.025,1.09,0.21,0.23,0.035,0.005,860,3,620,20,101
19.5,117,6,0.245,0.32,1.33,0.011,1.32,0.31,0.69,0.028,0.004,880,3,620,-20,172.6667
12.5,230,3,0.42,0.23,0.72,0.023,1.03,0.2,0.25,0.026,0.005,860,3,660,20,115.3333
12.7,190,3,0.42,0.28,0.75,0.026,1.12,0.22,0.18,0.025,0.006,850,3,670,20,120
12.5,220,4,0.42,0.29,0.78,0.024,1.13,0.2,0.2,0.024,0.005,860,3,640,20,85.3333
25.4,127,3,0.42,0.24,0.96,0.018,1,0.23,0.22,0.024,0.004,860,3,705,-32,76.3333
25.4,120.65,3,0.42,0.26,0.95,0.012,1.05,0.23,0.11,0.025,0.005,860,3,710,-32,76
12.5,80,3,0.41,0.22,0.93,0.016,1.15,0.24,0.21,0.026,0.005,870,3,710,-32,142.6667
25.4,168.275,4,0.46,0.23,1.03,0.018,1.09,0.32,0.15,0.026,0.005,870,3,605,23,70
47.625,95.25,3,0.42,0.25,0.95,0.003,1.04,0.24,0.24,0.031,0.005,870,3,705,-32,107.5603
60.325,120.65,3,0.42,0.24,0.92,0.004,1.05,0.23,0.16,0.036,0.005,870,3,705,-32,116.599
12.7,320,3,0.42,0.27,0.76,0.021,1.15,0.2,0.22,0.026,0.005,860,3,640,20,100.2667
12.5,120.65,3,0.42,0.25,0.96,0.004,1.07,0.23,0.15,0.03,0.005,870,3,705,-45,48.809
12.7,205,3,0.41,0.24,0.59,0.027,1.23,0.31,1.44,0.03,0.002,850,1,630,20,76
12.7,381,3,0.43,0.28,0.75,0.021,1.06,0.21,0.16,0.038,0.005,860,3,640,20,57.8667
12.7,320,3,0.43,0.28,0.75,0.021,1.06,0.21,0.16,0.038,0.005,860,3,640,20,81.0667
66.675,133.35,4,0.42,0.2,0.93,0.012,1.04,0.23,0.22,0.032,0.005,870,3,560,-32,30.7317
25.4,90,3,0.47,0.25,1.01,0.021,1.09,0.31,0.17,0.026,0.005,870,3,620,0,87.223
44.45,88.9,3,0.42,0.22,0.96,0.007,1.06,0.24,0.21,0.024,0.005,870,3,710,-32,120.6667
12.7,130,3,0.41,0.28,0.85,0.025,0.95,0.17,0.15,0.033,0.004,860,2,570,20,47.3333
12.5,305,3,0.315,0.22,0.54,0.003,1.06,0.24,0.21,0.024,0.005,870,3,660,-32,59.655
12.5,85,3,0.41,0.23,0.96,0.013,1.16,0.24,0.2,0.02,0.004,870,3,710,-32,125.3333
25.4,82.55,3,0.42,0.24,0.96,0.018,1.05,0.24,0.17,0.026,0.005,860,3,705,-32,113
12.5,130,3,0.32,0.27,0.55,0.004,1.08,0.24,0.17,0.027,0.005,870,3,690,-32,113.8873
25.4,203.2,3,0.41,0.26,0.99,0.015,1.1,0.32,0.14,0.024,0.005,870,3,705,-32,59.3333
12.5,150,6,0.47,0.29,0.73,0.026,0.17,0.03,0.16,0.027,0.001,840,2,600,20,86.6667
14.5,29,6,0.4,0.25,0.72,0.004,0.81,0.24,1.72,0.028,0.002,845,3,475,-40,24.404
12.7,125,3,0.25,0.28,0.55,0.01,3.04,0.55,0.12,0.028,0.008,900,2,600,20,134.6667
50,100,6,0.42,0.26,0.8,0.001,1.09,0.21,0.23,0.016,0.004,870,3,700,-46,95.3333
12.7,150,6,0.44,0.27,0.72,0.027,1.08,0.21,0.18,0.032,0.004,840,3,650,20,103
12.7,125,3,0.42,0.26,0.61,0.03,1.21,0.27,1.4,0.024,0.004,830,2,640,20,102
12.5,90,3,0.325,0.22,0.53,0.004,1.04,0.24,0.25,0.035,0.005,870,3,700,-32,153.6573
12.5,125,3,0.34,0.23,0.7,0.029,1.4,0.16,1.4,0.032,0.004,860,2,570,-20,61
25.4,203.2,4,0.42,0.29,0.98,0.018,1.13,0.32,0.23,0.032,0.004,860,3,690,23,115.3333
12.7,130,3,0.42,0.28,0.75,0.026,1.12,0.22,0.18,0.025,0.006,850,2,580,20,61
12.5,260,4,0.42,0.25,0.84,0.022,1.08,0.22,0.23,0.027,0.004,860,3,640,20,101.6667
12.5,260,4,0.42,0.29,0.73,0.024,1.11,0.2,0.22,0.03,0.004,845,3,640,20,93.3333
12.5,150,6,0.42,0.29,0.77,0.023,1.09,0.2,0.21,0.03,0.005,840,3,650,20,102
12.7,95,3,0.41,0.24,0.59,0.015,1.2,0.28,1.44,0.029,0.005,850,2,660,20,106
25.4,203.2,3,0.42,0.28,0.97,0.019,1.13,0.31,0.18,0.029,0.004,870,3,705,-32,118.3333
12.7,200,4,0.44,0.29,0.75,0.025,1.09,0.22,0.19,0.028,0.005,860,3,630,20,104
12.7,200,3,0.43,0.28,0.75,0.021,1.06,0.21,0.16,0.038,0.005,860,3,650,20,105.3333
12.5,300,4,0.42,0.29,0.77,0.024,1.12,0.22,0.22,0.04,0.005,860,3,650,20,95.7333
12.5,30,6,0.44,0.26,0.77,0.027,1.07,0.2,0.3,0.025,0.005,840,3,570,20,56.6667
12.5,107.95,4,0.43,0.23,0.92,0.002,1.04,0.24,0.18,0.024,0.004,870,3,695,-45,103.945
12.7,150,6,0.42,0.26,0.81,0.023,1.1,0.22,0.17,0.027,0.004,840,3,650,20,104
19.1667,115,6,0.245,0.31,1.32,0.012,1.32,0.32,0.69,0.029,0.004,880,3,620,-20,137.6667
25.4,190,4,0.46,0.24,1,0.02,1.07,0.32,0.15,0.023,0.005,870,3,600,0,72.761
